sigma_rate,exp_b,beta
0.07471301,2.399957,2.8068871
-0.008238045,2.382865,2.9952707
0.010666403,2.4662998,3.0910957
-0.006297921,2.3910124,2.9244819
0.036300786,2.6225657,3.0406961
-0.051206425,2.3022141,2.8484435
-0.033785094,2.4281218,2.8715255
-0.045924332,2.8340976,3.1584432
0.011088387,2.5648057,3.0759306
0.09885289,2.7257977,2.9861884
0.07976357,2.4522076,2.8615942
-0.031613592,2.6792417,2.9813788
0.04499921,2.6855135,2.939162
-0.015825897,2.4250798,3.0851426
-0.0055229766,2.2752292,2.8934648
-0.022413101,2.5259588,2.8901935
-0.009127851,2.65891,3.007464
-0.013195793,2.5728157,2.8779664
-0.0119199855,2.7039745,3.041864
0.06720963,2.5658846,2.9883754
0.035734802,2.4918349,2.878656
0.02083573,2.4023223,3.016314
-0.02199826,2.3381414,2.839338
0.015674865,2.4230733,2.9513578
0.03441455,2.7252746,3.041906
-0.026236333,2.4059176,2.9502518
-0.09141642,2.2300189,3.0148506
0.023350837,2.7396245,3.023614
0.08811539,2.175871,2.8430026
0.03306932,2.6968014,2.9163437
0.086628824,2.4594824,3.0244944
0.023063961,2.4707649,3.0108259
0.08446918,2.4598608,2.9999459
0.089611106,2.2705526,3.0181253
0.00892703,2.2889946,3.015494
0.00551485,2.4599147,3.0274649
0.05988384,2.461824,2.9189854
0.05498611,2.7717748,3.0218556
-0.12143484,2.74437,3.0836384
-0.027282294,2.3108416,2.8690214
0.08603317,2.4731107,2.8611007
0.003514641,2.579277,2.9534402
-0.03943022,2.322538,3.0888283
0.0029085325,2.504608,2.95803
-0.029860768,2.5387492,2.9709694
0.06291496,2.4914937,3.0078893
0.08428823,2.5176756,2.798239
-0.066662766,2.5011556,2.9331856
-0.04911197,2.5072675,3.1485448
-0.022235159,2.5158823,2.9657645
0.110583805,2.716706,3.1181462
0.007533948,2.3156967,2.9684966
0.04044527,2.4293857,2.9536731
0.02446188,2.3973567,3.0722318
0.06780501,2.4782755,2.9837935
0.09073936,2.2230027,2.867629
-0.044044174,2.2941568,2.8403568
0.023364024,2.207358,2.9467814
0.06198731,2.509265,2.9099846
0.005920646,2.6681647,3.1423087
0.02171005,2.4645834,3.0029736
0.066426806,2.677259,2.9314497
-0.020077575,2.5951972,2.9170554
-0.06868762,2.573016,2.9677098
0.069317296,2.5319793,2.8828788
0.075450465,2.5439448,3.111439
0.0060065137,2.5626516,2.9836278
0.04186214,2.3685176,2.926716
-0.020869594,2.4710088,2.884494
0.022966716,2.4117315,3.021499
0.06359554,2.5586696,2.9139817
-0.0024825903,2.5276575,3.0184243
0.031389937,2.553167,2.9867344
-0.021543775,2.623491,3.0188837
0.056376465,2.5493877,2.9825587
0.01222639,2.5244699,3.0299175
0.037905127,2.760074,3.0693278
-0.0029696068,2.3762197,3.0183005
0.026412437,2.385561,2.9572408
0.03345213,2.3492162,2.8595011
-0.020726949,2.331105,2.9866438
-0.005234561,2.4806566,2.984117
0.05157926,2.3923578,3.0204482
0.02223399,2.632445,3.0450826
0.08217888,2.4922624,2.991471
0.027982607,2.501577,3.0279806
0.08640664,2.5490532,2.8634222
0.0938109,2.4658096,2.9038324
-0.06714277,2.3363585,2.9873755
0.043801904,2.5525832,2.9766033
-0.012265512,2.4149337,2.9218953
-0.02015255,2.425871,2.9975476
0.08115633,2.7203965,2.979778
-0.00202912,2.6508849,2.931655
0.07391057,2.3656533,2.8948288
-0.010005607,2.1487966,2.9139578
0.04180707,2.245708,2.915843
0.026115872,2.4140692,2.9383657
-0.028490063,2.21565,2.84122
0.1557492,2.5009944,2.950532
-0.031499434,2.4341917,2.8963428
-0.022848297,2.4348016,2.9427874
0.017899228,2.7109344,2.9803684
0.08626775,2.3128808,2.9776907
-0.020833727,2.2115695,3.0013204
0.0067927535,2.401193,2.934524
0.055291507,2.408198,3.0044553
-0.019878097,2.4449627,2.946044
0.08271958,2.654347,2.9219596
0.05799272,2.425831,2.8698032
-0.003413909,2.5524056,2.980232
0.03991959,2.501848,2.963334
0.017720424,2.457712,2.926643
0.032762103,2.3307192,2.918485
0.07520137,2.5740013,2.9455686
-0.010801553,2.479454,3.0795937
0.02495546,2.475252,3.030537
-0.024252277,2.6721642,3.0758014
0.08107532,2.1503587,2.8389833
0.0022046436,2.607815,3.0521986
0.0026083076,2.377336,3.020621
-0.008496766,2.3767617,2.9654992
0.05481833,2.3979676,2.9681787
-0.03645398,2.5145485,2.8382883
-0.0034142593,2.1884973,2.9560206
0.013002933,2.5364425,2.9152606
0.0060459925,2.670579,2.928085
-0.0020401021,2.3395846,2.8453546
0.14626072,2.5124907,2.894156
0.06333894,2.546608,2.8921113
0.09293884,2.4928274,2.9502878
-0.020290133,2.1497788,2.8809326
0.12223506,2.5037763,2.9118488
-0.10372335,2.264905,2.8835912
0.05970972,2.3178675,2.8632345
0.03349545,2.378689,2.9264214
-0.0045842407,2.820081,3.0406353
-0.011294351,2.382247,2.9365978
0.07892831,2.5598826,3.0197182
-0.049036294,2.58921,2.917105
0.03367191,2.1794014,2.888468
-0.010500801,2.5915055,3.033769
0.02134977,2.6478496,3.065271
-0.04157257,2.51084,2.9999177
-0.016913578,2.551621,2.9501514
-0.08928144,2.5005083,3.018669
0.06740064,2.5178394,3.0375853
-0.098922096,2.2733324,2.9524431
0.041170876,2.7379549,2.945438
0.113209695,2.5656633,2.8902488
-0.026262123,2.5992534,3.0095568
0.051450264,2.8748376,3.134089
-0.062806144,2.6995423,3.0001276
-0.10324379,2.4786444,2.9728017
-0.020402197,2.6691432,3.0603647
0.0381039,2.4652276,3.0197487
0.08457377,2.5478914,2.9852026
-0.0597028,2.6345026,3.035114
0.037144985,2.6085765,2.9591477
0.07208763,2.4911563,2.903399
-0.03192139,2.5256855,3.0375123
0.063318476,2.64101,3.0127747
0.015158265,2.701812,3.0740542
-0.019240916,2.5200846,2.8849218
0.03635683,2.491358,3.0176966
0.09108239,2.5766294,2.8706803
-0.07425715,2.6229935,2.842231
0.043605346,2.477229,2.9282732
-0.033313766,2.3966494,2.9805863
0.01836326,2.2531579,2.8002605
-0.00044473726,2.6593816,2.9028776
0.06368989,2.297936,2.8102477
0.070940375,2.7428582,2.8744113
0.047299106,2.6560426,3.0281463
-0.0051946742,2.5783033,3.0256488
0.021115066,2.5342436,3.0662796
-0.0054082004,2.6098223,2.9924545
0.038731467,2.4530466,2.8615396
-0.0770825,2.2235515,2.9826193
-0.0061168624,2.627247,3.005299
0.07839161,2.3069284,2.8200946
0.019679196,2.3386054,2.9498382
0.028747827,2.673847,2.979117
-0.00042558182,2.410755,2.9611952
-0.020798068,2.508582,2.9273252
0.043628365,2.4284275,2.9526997
0.04892148,2.487316,3.0162995
0.0657253,2.8937771,3.130445
-0.04661645,2.6726735,2.924111
0.035351954,2.6006787,3.003862
-0.028214648,2.542284,2.9806914
-0.0014125602,2.539169,2.8933513
-0.004824179,2.8978631,2.9556978
0.01917881,2.4956381,2.8426785
0.03138699,2.667534,2.9872894
0.015169699,2.5670073,2.9785721
0.039847948,2.571818,2.9170742
0.06864898,2.5299797,2.887162
0.026154084,2.5494473,3.037103
0.039245613,2.6986952,3.0368657
0.010693404,2.4509132,3.0726268
-0.014832438,2.4232826,3.0204017
0.016124047,2.5712914,2.9317992
-0.027372234,2.3017774,2.990595
-0.0037538698,2.0706997,2.94434
0.053286407,2.7284646,3.1660423
0.010142472,2.5501544,2.9533012
-0.022816263,2.556113,3.0189257
0.05911838,2.5131757,3.0007956
-0.0066883015,2.2401054,2.9661956
-0.05432573,2.2176392,2.964276
-0.0036113607,2.4406273,2.96315
0.08100277,2.7976809,2.931466
0.013302698,2.6189268,3.0183089
0.059570845,2.28276,2.8183868
0.041664157,2.6853838,2.8677862
-0.045149773,2.606334,3.0495062
0.033515114,2.396918,2.921931
0.016158525,2.5177457,2.894875
0.0011495836,2.5310423,2.893144
